a\c	mol	0	1	2	3	4	5	6	7	8	9	10
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	[]	0.937744778931	[]	[]	[]	[]	[]
3	1	[]	[]	[]	[]	[]	2.07821769159	[]	[]	[]	[]	[]
3	2	[]	[]	[]	[]	[]	0.598019803155	[]	[]	[]	[]	[]
3	3	[]	[]	[]	[]	[]	0.498890902003	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	0.947153423673	0.625774330389	0.426360967096	[]	[]	[]	[]
4	1	[]	[]	[]	[]	1.95985375513	1.0840016418	0.323176828048	[]	[]	[]	[]
4	2	[]	[]	[]	[]	1.64248946039	2.02623511328	1.86456277659	[]	[]	[]	[]
4	3	[]	[]	[]	[]	1.45109494635	0.992479169964	2.45898451909	[]	[]	[]	[]
5	0	[]	[]	[]	1.37571444039	1.10922100987	3.97032025269	8.81039602826	7.8536310505	[]	[]	[]
5	1	[]	[]	[]	2.02456879398	0.752614087307	1.93130213016	6.64310178548	12.7759479009	[]	[]	[]
5	2	[]	[]	[]	1.11299405696	0.926819605525	1.3376841232	1.91051718541	1.12990021005	[]	[]	[]
5	3	[]	[]	[]	0.310637391652	0.87039487691	5.87495609192	0.038309903537	1.27486683189	[]	[]	[]
6	0	[]	[]	[]	[]	0.926235440825	0.631391425576	0.447740924305	[]	[]	[]	[]
6	1	[]	[]	[]	[]	2.02291280335	1.08570451662	0.349622036615	[]	[]	[]	[]
6	2	[]	[]	[]	[]	2.19212018701	3.2346979174	1.88839651401	[]	[]	[]	[]
6	3	[]	[]	[]	[]	2.69675457963	3.41874242107	2.37253086446	[]	[]	[]	[]
7	0	[]	[]	[]	[]	[]	1.01868255491	[]	[]	[]	[]	[]
7	1	[]	[]	[]	[]	[]	2.079180992	[]	[]	[]	[]	[]
7	2	[]	[]	[]	[]	[]	0.580056039	[]	[]	[]	[]	[]
7	3	[]	[]	[]	[]	[]	0.503075997835	[]	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
