b\a	mol	0	1	2	3	4	5	6	7	8	9	10
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	[]	1.02806652384	[]	[]	[]	[]	[]
3	1	[]	[]	[]	[]	[]	2.03556436967	[]	[]	[]	[]	[]
3	2	[]	[]	[]	[]	[]	2.14350045404	[]	[]	[]	[]	[]
3	3	[]	[]	[]	[]	[]	0.78445930137	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	2.25021272477	2.10423216248	2.20216702876	[]	[]	[]	[]
4	1	[]	[]	[]	[]	1.5064892737	1.31977583864	1.45136702	[]	[]	[]	[]
4	2	[]	[]	[]	[]	2.32330575583	1.5612910934	2.60707851888	[]	[]	[]	[]
4	3	[]	[]	[]	[]	2.87225477378	0.862560664453	3.18092139438	[]	[]	[]	[]
5	0	[]	[]	[]	14.0630746999	1.81327080766	1.74159001466	1.72526227212	20.2836797789	[]	[]	[]
5	1	[]	[]	[]	6.27949495515	1.34631046104	1.26069439107	1.25936137448	8.06110229682	[]	[]	[]
5	2	[]	[]	[]	2.18041004193	4.52804308634	1.24295448227	6.4832514737	2.2120713348	[]	[]	[]
5	3	[]	[]	[]	0.944055790058	1.75701768461	1.14080070259	1.77091395363	1.04410995022	[]	[]	[]
6	0	[]	[]	[]	[]	1.93683366481	1.30456116512	1.86026690545	[]	[]	[]	[]
6	1	[]	[]	[]	[]	2.30082261287	1.05488868121	2.42507609541	[]	[]	[]	[]
6	2	[]	[]	[]	[]	3.22134685153	1.2302101823	4.09077895832	[]	[]	[]	[]
6	3	[]	[]	[]	[]	1.47209470643	0.722557019975	1.5331022265	[]	[]	[]	[]
7	0	[]	[]	[]	[]	[]	1.33013981929	[]	[]	[]	[]	[]
7	1	[]	[]	[]	[]	[]	1.93237184619	[]	[]	[]	[]	[]
7	2	[]	[]	[]	[]	[]	1.41876350975	[]	[]	[]	[]	[]
7	3	[]	[]	[]	[]	[]	0.883688946994	[]	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
