a\c	mol	0	1	2	3	4	5	6	7	8	9	10
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	[]	7.94469580855	[]	[]	[]	[]	[]
3	1	[]	[]	[]	[]	[]	2.08971831473	[]	[]	[]	[]	[]
3	2	[]	[]	[]	[]	[]	1.56590184669	[]	[]	[]	[]	[]
3	3	[]	[]	[]	[]	[]	0.805716122291	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	1.01535910871	2.57326383449	2.1303355315	[]	[]	[]	[]
4	1	[]	[]	[]	[]	1.23218705528	1.71433235473	1.75048305911	[]	[]	[]	[]
4	2	[]	[]	[]	[]	1.85960066654	1.4705174108	1.33332664294	[]	[]	[]	[]
4	3	[]	[]	[]	[]	1.83090485269	0.724086858328	3.17211056481	[]	[]	[]	[]
5	0	[]	[]	[]	-0.1486550058	0.732559598056	2.46974934032	3.32210495867	3.02941825868	[]	[]	[]
5	1	[]	[]	[]	1.09705649245	0.701718089192	1.02491510479	1.0392028895	1.73381653874	[]	[]	[]
5	2	[]	[]	[]	1.54412694238	4.185404613	1.44223147944	2.02709986688	2.72796724273	[]	[]	[]
5	3	[]	[]	[]	4.07893939657	1.23543193322	1.40892381613	1.76200300234	4.33220447813	[]	[]	[]
6	0	[]	[]	[]	[]	1.01530853501	2.57647858024	2.19824647896	[]	[]	[]	[]
6	1	[]	[]	[]	[]	1.14946769066	1.69271651574	1.83490295019	[]	[]	[]	[]
6	2	[]	[]	[]	[]	2.01412162008	1.29221929706	0.45924935422	[]	[]	[]	[]
6	3	[]	[]	[]	[]	1.74562620823	0.679367114524	2.64306924597	[]	[]	[]	[]
7	0	[]	[]	[]	[]	[]	10.8885087298	[]	[]	[]	[]	[]
7	1	[]	[]	[]	[]	[]	2.33909750073	[]	[]	[]	[]	[]
7	2	[]	[]	[]	[]	[]	1.57517006617	[]	[]	[]	[]	[]
7	3	[]	[]	[]	[]	[]	0.824713272631	[]	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
