b\a	mol	0	1	2	3	4	5	6	7	8	9	10
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	3.02941825868	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	1.73381653874	[]	[]	[]	[]	[]
2	2	[]	[]	[]	[]	[]	2.72796724273	[]	[]	[]	[]	[]
2	3	[]	[]	[]	[]	[]	4.33220447813	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	1.86471513609	4.21624823254	1.99048582166	[]	[]	[]	[]
3	1	[]	[]	[]	[]	1.59026712435	1.57367286286	1.65170527295	[]	[]	[]	[]
3	2	[]	[]	[]	[]	2.67653781226	3.59928745951	1.78738908762	[]	[]	[]	[]
3	3	[]	[]	[]	[]	4.13807717305	2.12564447605	4.48620058426	[]	[]	[]	[]
4	0	[]	[]	[]	1.77520944677	1.86504631922	1.87414548282	1.94009286908	1.84800045681	[]	[]	[]
4	1	[]	[]	[]	1.74739669629	1.50923368495	2.1444642316	1.56350936977	1.98670968256	[]	[]	[]
4	2	[]	[]	[]	0.303713889249	3.26024261513	3.40938426876	2.972938092	0.434810766739	[]	[]	[]
4	3	[]	[]	[]	2.03879946495	4.11547682766	1.22927416445	4.76074636938	2.03094283284	[]	[]	[]
5	0	[]	[]	1.87537671882	1.92958756601	1.68497391853	1.71835231561	1.73083657437	2.08289094014	1.87073988683	[]	[]
5	1	[]	[]	1.4840266395	1.32678201143	0.728743733549	3.04393435929	0.765754036898	1.32804112948	1.4808041521	[]	[]
5	2	[]	[]	1.45737564649	0.975206122602	3.57498002404	2.50391868535	4.1954013347	1.06675309385	1.38366221709	[]	[]
5	3	[]	[]	1.96684298869	1.99280467257	2.60998154151	1.13294604697	3.29769229329	1.99180929795	1.96430661473	[]	[]
6	0	[]	[]	[]	2.26988980166	1.44997073896	2.2698365233	1.45293857126	2.69322301373	[]	[]	[]
6	1	[]	[]	[]	1.06380915809	0.251795797874	9.39089328112	0.279313362586	1.04260602138	[]	[]	[]
6	2	[]	[]	[]	1.47212529554	3.34279929254	1.63725358958	4.25685016768	1.50429761277	[]	[]	[]
6	3	[]	[]	[]	1.87727721648	3.77909858675	0.623914814515	5.60872187908	1.87739629428	[]	[]	[]
7	0	[]	[]	[]	[]	1.2056479752	5.13751252129	1.2344957012	[]	[]	[]	[]
7	1	[]	[]	[]	[]	-0.21147085123	13.4387894774	-0.181008299453	[]	[]	[]	[]
7	2	[]	[]	[]	[]	2.60024541327	1.27345301454	3.24131780672	[]	[]	[]	[]
7	3	[]	[]	[]	[]	2.4365708815	0.713679148231	2.77364512884	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	7.8536310505	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	12.7759479009	[]	[]	[]	[]	[]
8	2	[]	[]	[]	[]	[]	1.12990021005	[]	[]	[]	[]	[]
8	3	[]	[]	[]	[]	[]	1.27486683189	[]	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
