c\b	mol	0	1	2	3	4	5	6	7	8	9	10
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	[]	0.915225608285	[]	[]	[]	[]	[]
4	1	[]	[]	[]	[]	[]	2.59475654785	[]	[]	[]	[]	[]
4	2	[]	[]	[]	[]	[]	2.69387398793	[]	[]	[]	[]	[]
4	3	[]	[]	[]	[]	[]	0.856215692208	[]	[]	[]	[]	[]
5	0	[]	[]	[]	[]	2.1044888625	2.67636856334	2.25927212784	[]	[]	[]	[]
5	1	[]	[]	[]	[]	1.70018318314	1.47519173194	2.53494347162	[]	[]	[]	[]
5	2	[]	[]	[]	[]	2.92564937513	1.4286414568	1.6915123276	[]	[]	[]	[]
5	3	[]	[]	[]	[]	3.30229724069	2.96868862882	1.91179683661	[]	[]	[]	[]
6	0	[]	[]	[]	[]	[]	2.18978285433	[]	[]	[]	[]	[]
6	1	[]	[]	[]	[]	[]	1.72478911868	[]	[]	[]	[]	[]
6	2	[]	[]	[]	[]	[]	2.22183938891	[]	[]	[]	[]	[]
6	3	[]	[]	[]	[]	[]	2.14886240823	[]	[]	[]	[]	[]
7	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
7	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
7	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
7	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
