c\b	mol	0	1	2	3	4	5	6	7	8	9	10
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	[]	-0.881898412847	[]	[]	[]	[]	[]
3	1	[]	[]	[]	[]	[]	2.01853185682	[]	[]	[]	[]	[]
3	2	[]	[]	[]	[]	[]	2.25415688691	[]	[]	[]	[]	[]
3	3	[]	[]	[]	[]	[]	0.286024541819	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	0.663186264619	0.855418099	0.342081587999	[]	[]	[]	[]
4	1	[]	[]	[]	[]	-0.482230686555	-0.033695887318	2.22386671753	[]	[]	[]	[]
4	2	[]	[]	[]	[]	1.50758088114	-0.981719040511	0.488403564448	[]	[]	[]	[]
4	3	[]	[]	[]	[]	0.0205996349736	1.08551846249	1.24171475873	[]	[]	[]	[]
5	0	[]	[]	[]	1.65652010049	2.29340440028	1.94651707967	1.14680319172	1.19837329372	[]	[]	[]
5	1	[]	[]	[]	1.72941193247	1.67869765353	1.1061406603	1.21678315365	2.1391450425	[]	[]	[]
5	2	[]	[]	[]	0.987651598459	1.14077196101	1.34186085016	1.57748319696	1.49165087975	[]	[]	[]
5	3	[]	[]	[]	0.530812239652	-1.70816875874	0.182459788434	-1.75483158585	0.311751256686	[]	[]	[]
6	0	[]	[]	[]	[]	1.84741245308	1.88122598422	1.67729289312	[]	[]	[]	[]
6	1	[]	[]	[]	[]	1.28335027983	0.952163796121	1.07158493768	[]	[]	[]	[]
6	2	[]	[]	[]	[]	0.86166056936	0.579893537281	0.986171874331	[]	[]	[]	[]
6	3	[]	[]	[]	[]	2.15462570501	2.21707277071	1.82988157333	[]	[]	[]	[]
7	0	[]	[]	[]	[]	[]	1.87073988683	[]	[]	[]	[]	[]
7	1	[]	[]	[]	[]	[]	1.4808041521	[]	[]	[]	[]	[]
7	2	[]	[]	[]	[]	[]	1.38366221709	[]	[]	[]	[]	[]
7	3	[]	[]	[]	[]	[]	1.96430661473	[]	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
