b\a	mol	0	1	2	3	4	5	6	7	8	9	10
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	[]	2.91541276658	[]	[]	[]	[]	[]
3	1	[]	[]	[]	[]	[]	1.68035051817	[]	[]	[]	[]	[]
3	2	[]	[]	[]	[]	[]	3.56990943126	[]	[]	[]	[]	[]
3	3	[]	[]	[]	[]	[]	1.03974352469	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	1.74510626534	2.7133049392	1.75180598785	[]	[]	[]	[]
4	1	[]	[]	[]	[]	1.55296445786	2.18111816576	1.54167618624	[]	[]	[]	[]
4	2	[]	[]	[]	[]	2.47783722436	2.27545943069	2.00744351605	[]	[]	[]	[]
4	3	[]	[]	[]	[]	2.39438024775	0.981467387246	3.11282945165	[]	[]	[]	[]
5	0	[]	[]	[]	1.90138648351	1.8899411986	1.71658010032	1.85583088417	1.96094227604	[]	[]	[]
5	1	[]	[]	[]	2.37908678811	1.32806257418	4.09499199135	1.31681702413	3.0036677407	[]	[]	[]
5	2	[]	[]	[]	1.38843815431	2.32657385942	1.31103207764	2.13817006795	1.36707574042	[]	[]	[]
5	3	[]	[]	[]	1.96402010124	2.19995004927	1.04429625356	2.74162482345	1.94667079946	[]	[]	[]
6	0	[]	[]	[]	[]	1.79944429301	1.5594763555	1.77839433713	[]	[]	[]	[]
6	1	[]	[]	[]	[]	0.787757066466	5.74484917159	0.82576165892	[]	[]	[]	[]
6	2	[]	[]	[]	[]	1.82877598788	1.17970084901	1.81188792548	[]	[]	[]	[]
6	3	[]	[]	[]	[]	1.86144447727	1.71813600009	1.88956040947	[]	[]	[]	[]
7	0	[]	[]	[]	[]	[]	2.10250526935	[]	[]	[]	[]	[]
7	1	[]	[]	[]	[]	[]	6.52423085029	[]	[]	[]	[]	[]
7	2	[]	[]	[]	[]	[]	1.26336160015	[]	[]	[]	[]	[]
7	3	[]	[]	[]	[]	[]	1.64511498893	[]	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
