a\c	mol	0	1	2	3	4	5	6	7	8	9	10
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	[]	1.25897114439	[]	[]	[]	[]	[]
3	1	[]	[]	[]	[]	[]	1.44964812661	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	1.16207738266	0.930067068333	1.22522987989	[]	[]	[]	[]
4	1	[]	[]	[]	[]	1.39385935544	1.29407670377	1.44174845637	[]	[]	[]	[]
5	0	[]	[]	[]	1.24950809434	1.11312227887	1.15707217919	1.12550089349	1.23651363002	[]	[]	[]
5	1	[]	[]	[]	1.24736511408	1.2197260564	1.11534381524	1.23759939715	1.24001499744	[]	[]	[]
6	0	[]	[]	[]	[]	1.37513935793	1.07077164682	1.3263329774	[]	[]	[]	[]
6	1	[]	[]	[]	[]	1.27125602422	1.39455507153	1.27131401235	[]	[]	[]	[]
7	0	[]	[]	[]	[]	[]	1.33219488557	[]	[]	[]	[]	[]
7	1	[]	[]	[]	[]	[]	1.18585344303	[]	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
