a\c	mol	0	1	2	3	4	5	6	7	8	9	10
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	[]	1.35727234162	[]	[]	[]	[]	[]
4	1	[]	[]	[]	[]	[]	1.56581172143	[]	[]	[]	[]	[]
5	0	[]	[]	[]	[]	1.15522873223	1.48204890515	1.15885482933	[]	[]	[]	[]
5	1	[]	[]	[]	[]	1.220293338	1.57653278949	1.27474405889	[]	[]	[]	[]
6	0	[]	[]	[]	[]	[]	1.29575432393	[]	[]	[]	[]	[]
6	1	[]	[]	[]	[]	[]	1.41284566949	[]	[]	[]	[]	[]
7	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
7	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
