a\c	mol	0	1	2	3	4	5	6	7	8	9	10
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	[]	1.20961029422	[]	[]	[]	[]	[]
3	1	[]	[]	[]	[]	[]	1.20115684589	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	1.19771275564	1.05122170151	1.27056652912	[]	[]	[]	[]
4	1	[]	[]	[]	[]	1.24424863827	0.992656345635	1.31425088551	[]	[]	[]	[]
5	0	[]	[]	[]	1.23337662598	1.14976813689	1.13929561905	1.14440927026	1.2578991616	[]	[]	[]
5	1	[]	[]	[]	1.24581819224	1.11909159773	0.979697965576	1.17198221891	1.26467070068	[]	[]	[]
6	0	[]	[]	[]	[]	1.52727452684	1.25455313929	1.4338984803	[]	[]	[]	[]
6	1	[]	[]	[]	[]	1.25296208823	1.27112324555	1.17308064827	[]	[]	[]	[]
7	0	[]	[]	[]	[]	[]	1.86548286163	[]	[]	[]	[]	[]
7	1	[]	[]	[]	[]	[]	1.41403704553	[]	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
