b\a	mol	0	1	2	3	4	5	6	7	8	9	10
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	[]	0.779615047191	[]	[]	[]	[]	[]
3	1	[]	[]	[]	[]	[]	0.698093209227	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	0.675431651464	0.639576090722	0.61712397987	[]	[]	[]	[]
4	1	[]	[]	[]	[]	0.620833730675	0.611753670485	0.635058487712	[]	[]	[]	[]
5	0	[]	[]	[]	0.632820914271	0.607965798199	0.586272705148	0.583023520788	0.589490641229	[]	[]	[]
5	1	[]	[]	[]	0.616644470672	0.597180769226	0.595886429176	0.622978838808	0.669595005028	[]	[]	[]
6	0	[]	[]	[]	[]	0.625429315272	0.609481012831	0.610245517677	[]	[]	[]	[]
6	1	[]	[]	[]	[]	0.629942053818	0.645419545174	0.692391037384	[]	[]	[]	[]
7	0	[]	[]	[]	[]	[]	0.700784897442	[]	[]	[]	[]	[]
7	1	[]	[]	[]	[]	[]	0.77960627477	[]	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
