b\a	mol	0	1	2	3	4	5	6	7	8	9	10
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	0.777933047843	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	0.695027843915	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	0.670379800322	0.633964307428	0.611575898691	[]	[]	[]	[]
3	1	[]	[]	[]	[]	0.611936934028	0.602797852811	0.624305983563	[]	[]	[]	[]
4	0	[]	[]	[]	0.623372993811	0.593989794139	0.573233518213	0.569884796291	0.570767586577	[]	[]	[]
4	1	[]	[]	[]	0.589867653624	0.57500696569	0.573481031979	0.580288637941	0.609122780248	[]	[]	[]
5	0	[]	[]	0.599586360342	0.575969651483	0.555028760189	0.552091632924	0.550667071508	0.549706146724	0.557331958027	[]	[]
5	1	[]	[]	0.5965625331	0.574312695549	0.56757641281	0.566519001485	0.571378226515	0.603129898147	0.653973731705	[]	[]
6	0	[]	[]	[]	0.584137666891	0.570035848535	0.566409087072	0.5635067538	0.565304342014	[]	[]	[]
6	1	[]	[]	[]	0.598296490566	0.584894867068	0.584007672345	0.610168020603	0.661361567993	[]	[]	[]
7	0	[]	[]	[]	[]	0.615296300385	0.601352594648	0.602466907877	[]	[]	[]	[]
7	1	[]	[]	[]	[]	0.624978349902	0.640648310511	0.688302077203	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	0.69804835508	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	0.778226348803	[]	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
