c\b	mol	0	1	2	3	4	5	6	7	8	9	10
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	[]	0.557331958027	[]	[]	[]	[]	[]
3	1	[]	[]	[]	[]	[]	0.653973731705	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	0.53891313732	0.516140763796	0.529481890912	[]	[]	[]	[]
4	1	[]	[]	[]	[]	0.596543897511	0.58972866898	0.646437405856	[]	[]	[]	[]
5	0	[]	[]	[]	0.565103887409	0.549089990596	0.541929602335	0.511417138825	0.53722822977	[]	[]	[]
5	1	[]	[]	[]	0.628317716779	0.60336196512	0.567783742322	0.594742255426	0.652586558087	[]	[]	[]
6	0	[]	[]	[]	[]	0.542072985223	0.52082302539	0.533597889229	[]	[]	[]	[]
6	1	[]	[]	[]	[]	0.598329283847	0.591613768504	0.647533116086	[]	[]	[]	[]
7	0	[]	[]	[]	[]	[]	0.558711272002	[]	[]	[]	[]	[]
7	1	[]	[]	[]	[]	[]	0.654166562294	[]	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
