a\c	mol	0	1	2	3	4	5	6	7	8	9	10
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	0.576194057439	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	0.594198234342	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	0.576197583337	0.551745944344	0.575985248376	[]	[]	[]	[]
3	1	[]	[]	[]	[]	0.594548797591	0.571610212775	0.595244870703	[]	[]	[]	[]
4	0	[]	[]	[]	0.615296300385	0.560274885282	0.538907817001	0.560817859338	0.615661892647	[]	[]	[]
4	1	[]	[]	[]	0.624978349902	0.57968481626	0.561209450179	0.580493875966	0.625490789919	[]	[]	[]
5	0	[]	[]	0.700784897442	0.601352594648	0.554940884108	0.532099188466	0.556143245273	0.60203010342	0.701035470981	[]	[]
5	1	[]	[]	0.77960627477	0.640648310511	0.578554617512	0.556204712337	0.579468748257	0.641215346572	0.779699954201	[]	[]
6	0	[]	[]	[]	0.602466907877	0.552151704823	0.523957127226	0.553919024651	0.603447374373	[]	[]	[]
6	1	[]	[]	[]	0.688302077203	0.605794649636	0.562828200808	0.606849038397	0.688774946358	[]	[]	[]
7	0	[]	[]	[]	[]	0.555822393959	0.527033104166	0.558093094695	[]	[]	[]	[]
7	1	[]	[]	[]	[]	0.658127636814	0.597040070563	0.658943055189	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	0.53722822977	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	0.652586558087	[]	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
