a\c	mol	0	1	2	3	4	5	6	7	8	9	10
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	[]	0.590273536147	[]	[]	[]	[]	[]
3	1	[]	[]	[]	[]	[]	0.605378179442	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	0.615251881705	0.573602099	0.616099887564	[]	[]	[]	[]
4	1	[]	[]	[]	[]	0.626042962153	0.590095330976	0.626849360751	[]	[]	[]	[]
5	0	[]	[]	[]	0.69804835508	0.600092309635	0.567765028016	0.601191898828	0.698778633367	[]	[]	[]
5	1	[]	[]	[]	0.778226348803	0.641563966652	0.587744026117	0.642390973866	0.778655735268	[]	[]	[]
6	0	[]	[]	[]	[]	0.601047722328	0.562801474683	0.602383841131	[]	[]	[]	[]
6	1	[]	[]	[]	[]	0.688742567042	0.614238887528	0.689398545928	[]	[]	[]	[]
7	0	[]	[]	[]	[]	[]	0.565467265933	[]	[]	[]	[]	[]
7	1	[]	[]	[]	[]	[]	0.664789415075	[]	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
