c\b	mol	0	1	2	3	4	5	6	7	8	9	10
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	[]	0.599586360342	[]	[]	[]	[]	[]
3	1	[]	[]	[]	[]	[]	0.5965625331	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	0.587024592207	0.547529888264	0.556318388463	[]	[]	[]	[]
4	1	[]	[]	[]	[]	0.557763067527	0.546144910484	0.577976356438	[]	[]	[]	[]
5	0	[]	[]	[]	0.590622195747	0.538670790689	0.547950431076	0.551236819215	0.576194057439	[]	[]	[]
5	1	[]	[]	[]	0.556531352442	0.48649733157	0.521025348877	0.56046399756	0.594198234342	[]	[]	[]
6	0	[]	[]	[]	[]	0.582972876905	0.542606468857	0.55315784755	[]	[]	[]	[]
6	1	[]	[]	[]	[]	0.556081526348	0.543898298963	0.577485876704	[]	[]	[]	[]
7	0	[]	[]	[]	[]	[]	0.597830222049	[]	[]	[]	[]	[]
7	1	[]	[]	[]	[]	[]	0.596024175856	[]	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
