a\c	mol	0	1	2	3	4	5	6	7	8	9	10
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	[]	0.624587645001	[]	[]	[]	[]	[]
3	1	[]	[]	[]	[]	[]	0.584359320925	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	0.669833945614	0.596115654139	0.668822057196	[]	[]	[]	[]
4	1	[]	[]	[]	[]	0.608381811396	0.572402150713	0.607535599218	[]	[]	[]	[]
5	0	[]	[]	[]	0.777933047843	0.634280989429	0.577109944903	0.633539847871	0.777478543225	[]	[]	[]
5	1	[]	[]	[]	0.695027843915	0.600248352968	0.573940267731	0.59954239089	0.69446405184	[]	[]	[]
6	0	[]	[]	[]	[]	0.612497487639	0.576426071312	0.612109842045	[]	[]	[]	[]
6	1	[]	[]	[]	[]	0.624191103414	0.586484889677	0.623585288996	[]	[]	[]	[]
7	0	[]	[]	[]	[]	[]	0.581621315261	[]	[]	[]	[]	[]
7	1	[]	[]	[]	[]	[]	0.621163745529	[]	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
