c\b	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	0.606838186517	[]	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	[]	0.686465532526	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	[]	0.59072728687	0.571067321482	0.585978985123	[]	[]	[]	[]	[]
3	1	[]	[]	[]	[]	[]	0.628283111704	0.62274390851	0.679849731369	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	0.586126404618	0.561562154886	0.548034232743	0.554926656208	0.579470338085	[]	[]	[]	[]
4	1	[]	[]	[]	[]	0.620301755596	0.585218079992	0.577355989069	0.612176238948	0.676168976555	[]	[]	[]	[]
5	0	[]	[]	[]	0.586954990671	0.555271661368	0.528614746739	0.509848321709	0.520804746662	0.544619145099	0.577085190004	[]	[]	[]
5	1	[]	[]	[]	0.621029064851	0.578153462973	0.554945805773	0.548370185125	0.56358902782	0.607961204906	0.675734396252	[]	[]	[]
6	0	[]	[]	0.594216473099	0.566905772123	0.545207930926	0.515777077192	0.469306660417	0.484170607258	0.523465122505	0.551055247748	0.582818713526	[]	[]
6	1	[]	[]	0.630177193291	0.592948588051	0.576158005101	0.566654696975	0.534805381614	0.54741104415	0.568828931827	0.61358941082	0.680069553638	[]	[]
7	0	[]	[]	[]	0.587067783993	0.556235587416	0.531095873361	0.51349337171	0.523790682979	0.546495537791	0.578322134031	[]	[]	[]
7	1	[]	[]	[]	0.621201896591	0.579431408981	0.557237900382	0.549966243862	0.564806456661	0.608931476431	0.676251052086	[]	[]	[]
8	0	[]	[]	[]	[]	0.586381338145	0.562237312267	0.549083745527	0.556163516043	0.580650926837	[]	[]	[]	[]
8	1	[]	[]	[]	[]	0.62028779361	0.585618449591	0.577816094543	0.612786361781	0.676665833965	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	0.590895454186	0.571392411383	0.586445423551	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	0.628187061608	0.622752303285	0.679938725373	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	0.606860256302	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	0.686291533928	[]	[]	[]	[]	[]	[]
11	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
