b\a	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	[]	[]	0.79465655401	[]	[]	[]	[]	[]	[]
3	1	[]	[]	[]	[]	[]	[]	0.712053111407	[]	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	[]	0.688806367662	0.652494426911	0.629947748703	[]	[]	[]	[]	[]
4	1	[]	[]	[]	[]	[]	0.631901132607	0.622443594371	0.642898423298	[]	[]	[]	[]	[]
5	0	[]	[]	[]	[]	0.642977744295	0.61465416358	0.594443816092	0.590808300978	0.59072728687	[]	[]	[]	[]
5	1	[]	[]	[]	[]	0.611474715639	0.597092758879	0.595241927994	0.601017902404	0.628283111704	[]	[]	[]	[]
6	0	[]	[]	[]	0.618261058613	0.596489720079	0.576921675678	0.574593768709	0.572968967299	0.571067321482	0.577209476629	[]	[]	[]
6	1	[]	[]	[]	0.616891107812	0.595906384352	0.589744793841	0.588500761973	0.592457907895	0.62274390851	0.671925415279	[]	[]	[]
7	0	[]	[]	[]	[]	0.603662842706	0.590901190092	0.587932456562	0.584957759986	0.585978985123	[]	[]	[]	[]
7	1	[]	[]	[]	[]	0.618031427134	0.60521922165	0.604257126885	0.629665685725	0.679849731369	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	0.633724864611	0.62046994186	0.62157492247	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	0.64278737241	0.658385105891	0.705840166418	[]	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	[]	0.714736981028	[]	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	[]	0.794566794892	[]	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
