a\c	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	[]	[]	0.602676649031	[]	[]	[]	[]	[]	[]
4	1	[]	[]	[]	[]	[]	[]	0.61965019317	[]	[]	[]	[]	[]	[]
5	0	[]	[]	[]	[]	[]	0.632895303996	0.589259093115	0.633557858428	[]	[]	[]	[]	[]
5	1	[]	[]	[]	[]	[]	0.642968481834	0.605724857897	0.643456708062	[]	[]	[]	[]	[]
6	0	[]	[]	[]	[]	0.714213307879	0.618540419636	0.585040234882	0.619254678741	0.714848966843	[]	[]	[]	[]
6	1	[]	[]	[]	[]	0.794300130097	0.658432515681	0.604180757871	0.658910065584	0.794634940856	[]	[]	[]	[]
7	0	[]	[]	[]	[]	[]	0.619450768371	0.581342895742	0.620210937677	[]	[]	[]	[]	[]
7	1	[]	[]	[]	[]	[]	0.70540065878	0.629928025601	0.705785257003	[]	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	[]	0.582818713526	[]	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	[]	0.680069553638	[]	[]	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
