a\c	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	[]	[]	0.641900587943	[]	[]	[]	[]	[]	[]
4	1	[]	[]	[]	[]	[]	[]	0.605720936647	[]	[]	[]	[]	[]	[]
5	0	[]	[]	[]	[]	[]	0.687903785197	0.613940743695	0.687403214022	[]	[]	[]	[]	[]
5	1	[]	[]	[]	[]	[]	0.628862715122	0.592133185993	0.628283875395	[]	[]	[]	[]	[]
6	0	[]	[]	[]	[]	0.79438103569	0.652470118574	0.594083469298	0.652008644325	0.794040169583	[]	[]	[]	[]
6	1	[]	[]	[]	[]	0.711552897138	0.620227924915	0.592068109993	0.619713796498	0.711036206943	[]	[]	[]	[]
7	0	[]	[]	[]	[]	[]	0.630443844629	0.591887446613	0.630088329927	[]	[]	[]	[]	[]
7	1	[]	[]	[]	[]	[]	0.64267572867	0.600745784655	0.642224687965	[]	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	[]	0.594216473099	[]	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	[]	0.630177193291	[]	[]	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
