b\a	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	[]	[]	0.796296785937	[]	[]	[]	[]	[]	[]
4	1	[]	[]	[]	[]	[]	[]	0.714745467105	[]	[]	[]	[]	[]	[]
5	0	[]	[]	[]	[]	[]	0.692430587416	0.656729862194	0.634293356607	[]	[]	[]	[]	[]
5	1	[]	[]	[]	[]	[]	0.638133300901	0.62898884598	0.651985634078	[]	[]	[]	[]	[]
6	0	[]	[]	[]	[]	0.649730590902	0.625286931881	0.603820972094	0.600584586279	0.606860256302	[]	[]	[]	[]
6	1	[]	[]	[]	[]	0.633870017858	0.614563325291	0.613222391584	0.640060962065	0.686291533928	[]	[]	[]	[]
7	0	[]	[]	[]	[]	[]	0.642578630174	0.62688949205	0.627674900215	[]	[]	[]	[]	[]
7	1	[]	[]	[]	[]	[]	0.64696836786	0.662390442794	0.709192280082	[]	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	[]	0.717627867051	[]	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	[]	0.796124344582	[]	[]	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
