b\a	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
4	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
5	0	[]	[]	[]	[]	[]	[]	0.800409212556	[]	[]	[]	[]	[]	[]
5	1	[]	[]	[]	[]	[]	[]	0.727274541763	[]	[]	[]	[]	[]	[]
6	0	[]	[]	[]	[]	[]	0.702169695767	0.671744308508	0.655352250496	[]	[]	[]	[]	[]
6	1	[]	[]	[]	[]	[]	0.66797456264	0.677022433357	0.718400642407	[]	[]	[]	[]	[]
7	0	[]	[]	[]	[]	[]	[]	0.729735316423	[]	[]	[]	[]	[]	[]
7	1	[]	[]	[]	[]	[]	[]	0.800169966487	[]	[]	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
