c\b	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	[]	[]	0.554085060669	[]	[]	[]	[]	[]	[]
4	1	[]	[]	[]	[]	[]	[]	0.66339866876	[]	[]	[]	[]	[]	[]
5	0	[]	[]	[]	[]	[]	0.543458344955	0.524362154454	0.533155401609	[]	[]	[]	[]	[]
5	1	[]	[]	[]	[]	[]	0.61178222601	0.605512298856	0.658723118709	[]	[]	[]	[]	[]
6	0	[]	[]	[]	[]	0.568855730041	0.570904016794	0.574518223897	0.531322319037	0.538157896126	[]	[]	[]	[]
6	1	[]	[]	[]	[]	0.644314683314	0.625910475985	0.593117594567	0.611519217537	0.662098930682	[]	[]	[]	[]
7	0	[]	[]	[]	[]	[]	0.5481507608	0.530352455662	0.537750176098	[]	[]	[]	[]	[]
7	1	[]	[]	[]	[]	[]	0.614909238417	0.60815899062	0.6600193159	[]	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	[]	0.555955237749	[]	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	[]	0.663890767515	[]	[]	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
