b\a	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	[]	[]	0.794456278685	[]	[]	[]	[]	[]	[]
3	1	[]	[]	[]	[]	[]	[]	0.711705204854	[]	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	[]	0.688453044782	0.652265355734	0.629846106266	[]	[]	[]	[]	[]
4	1	[]	[]	[]	[]	[]	0.631591283433	0.622177702989	0.642637505684	[]	[]	[]	[]	[]
5	0	[]	[]	[]	[]	0.642477608954	0.614358346025	0.594311949928	0.590819827547	0.590895454186	[]	[]	[]	[]
5	1	[]	[]	[]	[]	0.611240869161	0.596905757322	0.595104472249	0.600926894574	0.628187061608	[]	[]	[]	[]
6	0	[]	[]	[]	0.617645260118	0.596117782821	0.576745386217	0.574590415575	0.573138725239	0.571392411383	0.577677584091	[]	[]	[]
6	1	[]	[]	[]	0.616656987451	0.595725132573	0.589622968809	0.58843900189	0.592440558865	0.622752303285	0.67188358704	[]	[]	[]
7	0	[]	[]	[]	[]	0.603497994245	0.590920451977	0.588112614165	0.585286063757	0.586445423551	[]	[]	[]	[]
7	1	[]	[]	[]	[]	0.618069762849	0.605293746049	0.604364833611	0.62979792067	0.679938725373	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	0.633926045051	0.620785478738	0.621996444722	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	0.642984048661	0.658598766105	0.706017780286	[]	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	[]	0.71508840495	[]	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	[]	0.794728200962	[]	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
