b\a	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	0.79438103569	[]	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	[]	0.711552897138	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	[]	0.686758708837	0.650563907654	0.628172896862	[]	[]	[]	[]	[]
3	1	[]	[]	[]	[]	[]	0.628236731646	0.619038115638	0.640244933354	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	0.63827480187	0.609211776832	0.58873869564	0.585431793732	0.586126404618	[]	[]	[]	[]
4	1	[]	[]	[]	[]	0.603492492249	0.58885930789	0.587393285529	0.593977991841	0.620301755596	[]	[]	[]	[]
5	0	[]	[]	[]	0.61111285233	0.585372125761	0.565924383665	0.563423744736	0.562442794689	0.561562154886	0.562964477693	[]	[]	[]
5	1	[]	[]	[]	0.593979137279	0.577072331028	0.571943721282	0.571741029171	0.575701314071	0.585218079992	0.615567911786	[]	[]	[]
6	0	[]	[]	0.595469431823	0.573727663625	0.553804253379	0.551328867237	0.550349762582	0.549382489583	0.548034232743	0.546629869009	0.554085060669	[]	[]
6	1	[]	[]	0.604395496728	0.581153178242	0.572771351094	0.568974816484	0.568304236897	0.570545274542	0.577355989069	0.610876492793	0.66339866876	[]	[]
7	0	[]	[]	[]	0.577853563076	0.565120660501	0.562399555385	0.560214548626	0.557730092998	0.554926656208	0.556947793288	[]	[]	[]
7	1	[]	[]	[]	0.602744784419	0.586657323974	0.579849953858	0.578290731377	0.582494351184	0.612176238948	0.665368711598	[]	[]	[]
8	0	[]	[]	[]	[]	0.596114088539	0.584253741545	0.580927046638	0.577971651467	0.579470338085	[]	[]	[]	[]
8	1	[]	[]	[]	[]	0.613669850986	0.600418790577	0.599420728085	0.6252429079	0.676168976555	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	0.631140346559	0.617454635793	0.618541268302	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	0.641199586349	0.656797896692	0.704242570297	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	0.714213307879	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	0.794300130097	[]	[]	[]	[]	[]	[]
11	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
