a\c	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	0.588832427124	[]	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	[]	0.577074244174	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	[]	0.604799356623	0.56000808613	0.602910213167	[]	[]	[]	[]	[]
3	1	[]	[]	[]	[]	[]	0.579095687213	0.543334634319	0.578069237681	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	0.63827480187	0.576749825648	0.533124489172	0.575320900344	0.637254832287	[]	[]	[]	[]
4	1	[]	[]	[]	[]	0.603492492249	0.558658458559	0.521970716474	0.557770260382	0.60293822345	[]	[]	[]	[]
5	0	[]	[]	[]	0.688806367662	0.609211776832	0.555052555794	0.525513933608	0.55416826375	0.60854762386	0.688453044782	[]	[]	[]
5	1	[]	[]	[]	0.631901132607	0.58885930789	0.552621753256	0.526686310703	0.552069027198	0.588427707442	0.631591283433	[]	[]	[]
6	0	[]	[]	0.796347238226	0.652494426911	0.58873869564	0.552324463935	0.531043533896	0.551969912615	0.588397025756	0.652265355734	0.796296785937	[]	[]
6	1	[]	[]	0.714959250412	0.622443594371	0.587393285529	0.554538704737	0.531458880312	0.554544549606	0.587108708643	0.622177702989	0.714745467105	[]	[]
7	0	[]	[]	[]	0.629947748703	0.585431793732	0.552985263732	0.535574120352	0.553275258739	0.585365440996	0.629846106266	[]	[]	[]
7	1	[]	[]	[]	0.642898423298	0.593977991841	0.563046171231	0.551849550939	0.563702375854	0.593864720583	0.642637505684	[]	[]	[]
8	0	[]	[]	[]	[]	0.586126404618	0.555271661368	0.545207930926	0.556235587416	0.586381338145	[]	[]	[]	[]
8	1	[]	[]	[]	[]	0.620301755596	0.578153462973	0.576158005101	0.579431408981	0.62028779361	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	0.560723532087	0.55594057669	0.562417361148	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	0.612136508733	0.602184429911	0.613833117771	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	0.568855730041	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	0.644314683314	[]	[]	[]	[]	[]	[]
11	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
