a\c	mol	0	1	2	3	4
0	0	[]	[]	5.13086772372	[]	[]
0	1	[]	[]	3.98599361189	[]	[]
0	2	[]	[]	4.08851211206	[]	[]
0	3	[]	[]	4.86732458373	[]	[]
1	0	[]	8.01942424141	2.63401663369	5.25114501186	[]
1	1	[]	4.60416666065	4.16902921857	4.41574682112	[]
1	2	[]	4.48935675751	3.95592322822	5.00125106284	[]
1	3	[]	7.07670192735	3.07652614808	4.39507331259	[]
2	0	5.69066890997	3.21247770682	0.0	0.230794913431	5.16066868488
2	1	2.57968041823	4.23452472132	3.25593296445	2.81705391335	1.48239659275
2	2	4.16832534817	0.0678440013096	1.24743995725	3.31121144345	2.32187406504
2	3	-2.44116487438	3.09714303905	2.46559900284	1.96001487872	2.28260129707
3	0	[]	7.33528226118	2.4545413335	5.39867201101	[]
3	1	[]	4.52205296698	3.8966319668	4.20564958175	[]
3	2	[]	4.58951400764	3.57463662874	4.41798380194	[]
3	3	[]	6.24526122868	2.60913045177	5.22201160539	[]
4	0	[]	[]	5.09518077706	[]	[]
4	1	[]	[]	4.00971054771	[]	[]
4	2	[]	[]	4.07969324793	[]	[]
4	3	[]	[]	4.79497843016	[]	[]
