c\b	mol	0	1	2	3	4	5	6	7	8
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	2	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	3	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	2	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	3	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	2	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	3	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	1.01916662308	[]	[]	[]	[]
3	1	[]	[]	[]	[]	2.71635647152	[]	[]	[]	[]
3	2	[]	[]	[]	[]	2.78760602647	[]	[]	[]	[]
3	3	[]	[]	[]	[]	0.951665297786	[]	[]	[]	[]
4	0	[]	[]	[]	2.22056500345	2.79981563564	2.37459071853	[]	[]	[]
4	1	[]	[]	[]	1.80841248415	1.57949645709	2.63832883967	[]	[]	[]
4	2	[]	[]	[]	3.0173206427	1.52438259616	1.7848969572	[]	[]	[]
4	3	[]	[]	[]	3.39320118649	3.06292924377	2.00693402378	[]	[]	[]
5	0	[]	[]	[]	[]	2.30032866072	[]	[]	[]	[]
5	1	[]	[]	[]	[]	1.83438391893	[]	[]	[]	[]
5	2	[]	[]	[]	[]	2.31371542968	[]	[]	[]	[]
5	3	[]	[]	[]	[]	2.24497579656	[]	[]	[]	[]
6	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
6	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
6	2	[]	[]	[]	[]	[]	[]	[]	[]	[]
6	3	[]	[]	[]	[]	[]	[]	[]	[]	[]
7	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
7	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
7	2	[]	[]	[]	[]	[]	[]	[]	[]	[]
7	3	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	2	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	3	[]	[]	[]	[]	[]	[]	[]	[]	[]
