a\c	mol	0	1	2	3	4	5	6	7	8
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	2	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	3	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	2	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	3	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	2	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	3	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	8.00577393853	[]	[]	[]	[]
3	1	[]	[]	[]	[]	2.17444969569	[]	[]	[]	[]
3	2	[]	[]	[]	[]	1.6080060148	[]	[]	[]	[]
3	3	[]	[]	[]	[]	0.883550405736	[]	[]	[]	[]
4	0	[]	[]	[]	1.43698119191	3.52034840523	2.50369380225	[]	[]	[]
4	1	[]	[]	[]	1.32668599274	2.11519212494	1.75737763959	[]	[]	[]
4	2	[]	[]	[]	2.10763252369	1.21513888953	0.39304701571	[]	[]	[]
4	3	[]	[]	[]	1.6062495108	0.790375403562	2.64428971015	[]	[]	[]
5	0	[]	[]	[]	[]	11.1269911604	[]	[]	[]	[]
5	1	[]	[]	[]	[]	2.45483647607	[]	[]	[]	[]
5	2	[]	[]	[]	[]	1.66749497815	[]	[]	[]	[]
5	3	[]	[]	[]	[]	0.904349650675	[]	[]	[]	[]
6	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
6	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
6	2	[]	[]	[]	[]	[]	[]	[]	[]	[]
6	3	[]	[]	[]	[]	[]	[]	[]	[]	[]
7	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
7	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
7	2	[]	[]	[]	[]	[]	[]	[]	[]	[]
7	3	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	2	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	3	[]	[]	[]	[]	[]	[]	[]	[]	[]
