c\b	mol	0	1	2	3	4	5	6	7	8
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	2	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	3	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	2	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	3	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	-0.782469922828	[]	[]	[]	[]
2	1	[]	[]	[]	[]	2.10946397019	[]	[]	[]	[]
2	2	[]	[]	[]	[]	2.35339663253	[]	[]	[]	[]
2	3	[]	[]	[]	[]	0.38043873744	[]	[]	[]	[]
3	0	[]	[]	[]	0.761731635889	0.952811045646	0.440456802394	[]	[]	[]
3	1	[]	[]	[]	-0.38295354829	0.0643334943769	2.31631741049	[]	[]	[]
3	2	[]	[]	[]	1.60480815476	-0.889346765051	0.582702938776	[]	[]	[]
3	3	[]	[]	[]	0.114032802564	1.18207759141	1.33866442943	[]	[]	[]
4	0	[]	[]	1.75100474436	2.38826480011	2.04213993642	1.24060631479	1.29369560645	[]	[]
4	1	[]	[]	1.82656619965	1.77501552812	1.20176618854	1.31177556849	2.23310765307	[]	[]
4	2	[]	[]	1.08432957287	1.23693879441	1.43939125868	1.6755710643	1.59035470007	[]	[]
4	3	[]	[]	0.630360354997	-1.60586661446	0.282619834406	-1.65268531381	0.412022978088	[]	[]
5	0	[]	[]	[]	1.94261614399	1.97611261783	1.77222688858	[]	[]	[]
5	1	[]	[]	[]	1.37738200358	1.04522004097	1.16668262425	[]	[]	[]
5	2	[]	[]	[]	0.960092480793	0.680805704301	1.08607791611	[]	[]	[]
5	3	[]	[]	[]	2.2525471106	2.31585872553	1.92836133232	[]	[]	[]
6	0	[]	[]	[]	[]	1.9660260016	[]	[]	[]	[]
6	1	[]	[]	[]	[]	1.57724321812	[]	[]	[]	[]
6	2	[]	[]	[]	[]	1.47991960155	[]	[]	[]	[]
6	3	[]	[]	[]	[]	2.0625048988	[]	[]	[]	[]
7	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
7	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
7	2	[]	[]	[]	[]	[]	[]	[]	[]	[]
7	3	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	2	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	3	[]	[]	[]	[]	[]	[]	[]	[]	[]
