a\c	mol	0	1	2	3	4	5	6	7	8
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	2	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	3	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	2	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	3	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	2	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	3	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	1.02882258604	[]	[]	[]	[]
3	1	[]	[]	[]	[]	2.17332629554	[]	[]	[]	[]
3	2	[]	[]	[]	[]	0.759626338412	[]	[]	[]	[]
3	3	[]	[]	[]	[]	0.676751562276	[]	[]	[]	[]
4	0	[]	[]	[]	0.868451034906	0.508873900739	0.210029387706	[]	[]	[]
4	1	[]	[]	[]	2.23115776042	1.06548443123	0.206617115216	[]	[]	[]
4	2	[]	[]	[]	2.2135191813	3.23461955538	1.96872654369	[]	[]	[]
4	3	[]	[]	[]	2.69617072039	3.44667890694	2.47829063924	[]	[]	[]
5	0	[]	[]	[]	[]	1.08341608977	[]	[]	[]	[]
5	1	[]	[]	[]	[]	2.16132581253	[]	[]	[]	[]
5	2	[]	[]	[]	[]	0.670479995927	[]	[]	[]	[]
5	3	[]	[]	[]	[]	0.597822018216	[]	[]	[]	[]
6	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
6	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
6	2	[]	[]	[]	[]	[]	[]	[]	[]	[]
6	3	[]	[]	[]	[]	[]	[]	[]	[]	[]
7	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
7	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
7	2	[]	[]	[]	[]	[]	[]	[]	[]	[]
7	3	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	2	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	3	[]	[]	[]	[]	[]	[]	[]	[]	[]
