b\a	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	[]	[]	10.5005035506	[]	[]	[]	[]	[]	[]
3	1	[]	[]	[]	[]	[]	[]	9.99193068437	[]	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	[]	10.3908860166	9.89429861162	10.6955948138	[]	[]	[]	[]	[]
4	1	[]	[]	[]	[]	[]	9.07629846719	10.4977869476	11.0116046068	[]	[]	[]	[]	[]
5	0	[]	[]	[]	[]	14.4839285478	3.82183996515	-4.55749695185	1.00649887579	12.7075553045	[]	[]	[]	[]
5	1	[]	[]	[]	[]	12.930410024	-3.92781134809	-10.6628043842	2.6975214393	14.8445591236	[]	[]	[]	[]
6	0	[]	[]	[]	11.3313296376	8.12991733534	8.95007411061	13.14866887	14.2020991161	12.0709966448	11.7916469964	[]	[]	[]
6	1	[]	[]	[]	7.418950876	6.06625444254	3.46809609611	6.17073040183	9.3386047045	10.1507782562	9.07453963183	[]	[]	[]
7	0	[]	[]	[]	[]	-1.50527019061	13.8913996753	15.3633660252	15.0377452362	7.56002662257	[]	[]	[]	[]
7	1	[]	[]	[]	[]	4.73798477415	12.8947933218	13.3145042136	12.4244848288	0.992242205605	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	8.95138742944	6.93778330158	10.5830150002	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	8.59863191674	8.17523470458	10.8691445074	[]	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	[]	9.50508107129	[]	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	[]	8.64041534795	[]	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
