a\c	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	[]	[]	5.42063166766	[]	[]	[]	[]	[]	[]
4	1	[]	[]	[]	[]	[]	[]	7.25794760193	[]	[]	[]	[]	[]	[]
5	0	[]	[]	[]	[]	[]	9.56892248312	8.10888648678	9.55379096745	[]	[]	[]	[]	[]
5	1	[]	[]	[]	[]	[]	9.6303265729	8.99020314878	9.82248387177	[]	[]	[]	[]	[]
6	0	[]	[]	[]	[]	10.5004899765	8.90533230386	6.88685221328	8.87812735654	10.4024905637	[]	[]	[]	[]
6	1	[]	[]	[]	[]	9.75290764864	9.0958408065	8.20787051191	8.86303945855	9.63771942488	[]	[]	[]	[]
7	0	[]	[]	[]	[]	[]	10.0850697415	8.1225205245	10.0363883545	[]	[]	[]	[]	[]
7	1	[]	[]	[]	[]	[]	10.88467661	9.89735323492	10.820264935	[]	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	[]	9.7179895735	[]	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	[]	7.97848587217	[]	[]	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
