b\a	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
4	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
5	0	[]	[]	[]	[]	[]	[]	9.75728233869	[]	[]	[]	[]	[]	[]
5	1	[]	[]	[]	[]	[]	[]	9.89826885488	[]	[]	[]	[]	[]	[]
6	0	[]	[]	[]	[]	[]	10.3837736385	9.22489279786	10.0158106279	[]	[]	[]	[]	[]
6	1	[]	[]	[]	[]	[]	10.0556358226	9.36297043176	10.4227963899	[]	[]	[]	[]	[]
7	0	[]	[]	[]	[]	[]	[]	9.67535027632	[]	[]	[]	[]	[]	[]
7	1	[]	[]	[]	[]	[]	[]	9.71930412997	[]	[]	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
