b\a	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	[]	[]	10.6463239557	[]	[]	[]	[]	[]	[]
3	1	[]	[]	[]	[]	[]	[]	10.0448438439	[]	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	[]	10.273136901	9.95745867393	10.8720169601	[]	[]	[]	[]	[]
4	1	[]	[]	[]	[]	[]	9.03954579086	10.5655726919	11.2583121256	[]	[]	[]	[]	[]
5	0	[]	[]	[]	[]	14.7000963971	4.33413197533	-3.11416924061	1.71933748296	12.7719977382	[]	[]	[]	[]
5	1	[]	[]	[]	[]	12.9074475006	-2.27890730285	-7.81994631783	3.57780768829	15.1984502841	[]	[]	[]	[]
6	0	[]	[]	[]	11.3401621205	8.30102178766	9.05643538085	13.1683723397	14.4161513153	12.0548143913	11.7937962531	[]	[]	[]
6	1	[]	[]	[]	7.9013296535	6.47955230531	4.42412940926	6.7223605442	9.43805768412	10.1785162137	9.31928269104	[]	[]	[]
7	0	[]	[]	[]	[]	1.13644477962	13.9935686197	17.1101916798	15.8708406894	7.92022625074	[]	[]	[]	[]
7	1	[]	[]	[]	[]	5.99711205313	13.0206526412	14.0404036035	12.3958379355	2.43745029789	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	9.5501723132	7.379925868	10.4573730558	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	9.10859496906	8.39675149483	10.7153787691	[]	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	[]	9.62620812098	[]	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	[]	8.99843690751	[]	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
