b\a	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	[]	[]	9.89493110247	[]	[]	[]	[]	[]	[]
4	1	[]	[]	[]	[]	[]	[]	10.0806071528	[]	[]	[]	[]	[]	[]
5	0	[]	[]	[]	[]	[]	10.6109335608	9.38549014552	10.0781762328	[]	[]	[]	[]	[]
5	1	[]	[]	[]	[]	[]	10.1052994077	9.60718373305	10.4962871089	[]	[]	[]	[]	[]
6	0	[]	[]	[]	[]	9.41031181755	8.03069642905	4.94103563072	6.61432156926	10.1257274717	[]	[]	[]	[]
6	1	[]	[]	[]	[]	9.87688756953	6.81029998134	4.98770527838	8.45251810125	9.32823354144	[]	[]	[]	[]
7	0	[]	[]	[]	[]	[]	9.97485667848	8.85420921417	9.93977349662	[]	[]	[]	[]	[]
7	1	[]	[]	[]	[]	[]	9.74781531344	9.13206037201	10.4229177672	[]	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	[]	9.47753109087	[]	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	[]	9.39957333555	[]	[]	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
