c\b	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	[]	[]	11.7937962531	[]	[]	[]	[]	[]	[]
3	1	[]	[]	[]	[]	[]	[]	9.31928269104	[]	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	[]	12.3797562824	11.8515713253	9.53522677861	[]	[]	[]	[]	[]
4	1	[]	[]	[]	[]	[]	12.2858197066	10.145264368	8.30412293663	[]	[]	[]	[]	[]
5	0	[]	[]	[]	[]	11.30851569	11.3674406583	13.1298561401	13.3871111194	13.2409946207	[]	[]	[]	[]
5	1	[]	[]	[]	[]	13.4021798662	13.0438639758	11.063528119	12.8633971437	13.3472897327	[]	[]	[]	[]
6	0	[]	[]	[]	10.5805313503	13.6792745526	11.3216539148	13.4218770606	13.7575830326	11.5543379326	12.7168033799	[]	[]	[]
6	1	[]	[]	[]	12.6890413044	12.4927369748	9.03816778021	11.4692849007	9.3367618591	11.9093965614	12.7009335765	[]	[]	[]
7	0	[]	[]	[]	[]	10.966905264	12.9446301181	13.5571375186	13.4436466905	13.1734545374	[]	[]	[]	[]
7	1	[]	[]	[]	[]	13.3177223865	13.049567311	12.1232943411	12.9916419866	13.5098752404	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	12.2920951251	11.7894433715	9.51265332903	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	12.455375631	10.2445448158	7.58771517125	[]	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	[]	11.7916469964	[]	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	[]	9.07453963183	[]	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
