a\c	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	[]	[]	8.6537895719	[]	[]	[]	[]	[]	[]
3	1	[]	[]	[]	[]	[]	[]	11.0096637655	[]	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	[]	12.881162999	11.5034996329	12.822836805	[]	[]	[]	[]	[]
4	1	[]	[]	[]	[]	[]	11.3017872174	10.6456520035	11.0740613389	[]	[]	[]	[]	[]
5	0	[]	[]	[]	[]	8.86252209462	4.99473907896	11.9391124083	6.54917036784	8.86019997171	[]	[]	[]	[]
5	1	[]	[]	[]	[]	8.81411834534	3.7640577438	11.5773046504	5.61919035139	8.60710811437	[]	[]	[]	[]
6	0	[]	[]	[]	9.62620812098	7.72269221246	1.55425477351	7.94527133804	5.63461926921	7.05033637007	9.50508107129	[]	[]	[]
6	1	[]	[]	[]	8.99843690751	8.50753871534	2.25338185128	11.1503399436	5.16087156102	8.25356556254	8.64041534795	[]	[]	[]
7	0	[]	[]	[]	[]	10.7494582319	5.13435207081	-1.63794926916	7.45188822456	10.71680295	[]	[]	[]	[]
7	1	[]	[]	[]	[]	11.1987831179	8.09880763495	9.63022263889	8.81815304004	11.090271669	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	11.9007543857	0.392245532681	11.7165862248	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	13.5024360557	10.6502026392	13.5522537777	[]	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	[]	12.7168033799	[]	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	[]	12.7009335765	[]	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
