a\c	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	11.9502725161	[]	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	[]	8.58032102888	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	[]	0.515217650311	-1.78766409722	1.0803168239	[]	[]	[]	[]	[]
3	1	[]	[]	[]	[]	[]	-0.252785904437	2.29925168797	1.10944736501	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	12.0743405956	8.08318841765	-20.4898870723	8.61402552358	12.0542143288	[]	[]	[]	[]
4	1	[]	[]	[]	[]	12.1081373738	12.7236674935	-0.0371537095081	12.7497074532	11.848277839	[]	[]	[]	[]
5	0	[]	[]	[]	10.273136901	2.93233244988	8.13692032197	-23.1209493721	8.60537162265	5.36821640027	10.3908860166	[]	[]	[]
5	1	[]	[]	[]	9.03954579086	-10.3870308205	12.4155085542	4.5041048095	12.3687719141	-4.31242151212	9.07629846719	[]	[]	[]
6	0	[]	[]	10.1029336165	9.95745867393	-6.97885697812	8.83154877943	-2.65160597337	8.52459160891	-0.680002981201	9.89429861162	9.89493110247	[]	[]
6	1	[]	[]	10.0998922359	10.5655726919	-20.6104124609	10.4843341278	10.4717155606	10.5495831005	-10.7770694731	10.4977869476	10.0806071528	[]	[]
7	0	[]	[]	[]	10.8720169601	1.33159532996	9.06119098161	14.8220424677	8.12343009178	4.73836177167	10.6955948138	[]	[]	[]
7	1	[]	[]	[]	11.2583121256	1.6983804115	2.20166644927	11.682587556	2.60811588458	4.47484923869	11.0116046068	[]	[]	[]
8	0	[]	[]	[]	[]	12.378540287	9.80465660574	15.2803538424	9.24302923848	12.1561928964	[]	[]	[]	[]
8	1	[]	[]	[]	[]	9.96674165118	4.96392064487	11.9792821638	5.15331181869	10.9570931182	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	11.30851569	13.6792745526	10.966905264	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	13.4021798662	12.4927369748	13.3177223865	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	9.35857389203	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	3.78400640384	[]	[]	[]	[]	[]	[]
11	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
