c\b	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	[]	[]	10.9321349806	[]	[]	[]	[]	[]	[]
4	1	[]	[]	[]	[]	[]	[]	9.06327464621	[]	[]	[]	[]	[]	[]
5	0	[]	[]	[]	[]	[]	14.0497265281	5.64445064402	14.3366609772	[]	[]	[]	[]	[]
5	1	[]	[]	[]	[]	[]	10.7642960626	2.76793395968	12.4684698945	[]	[]	[]	[]	[]
6	0	[]	[]	[]	[]	11.9502725161	2.68760054712	2.97242277743	11.2507818148	13.369326217	[]	[]	[]	[]
6	1	[]	[]	[]	[]	8.58032102888	-0.570473533713	-1.96704377003	8.19373611343	11.6608651753	[]	[]	[]	[]
7	0	[]	[]	[]	[]	[]	14.0834764342	5.66403577405	14.4131951508	[]	[]	[]	[]	[]
7	1	[]	[]	[]	[]	[]	10.9325658464	2.88360983553	12.3829001862	[]	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	[]	11.3020515209	[]	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	[]	9.50776137291	[]	[]	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
