a\c	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	13.369326217	[]	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	[]	11.6608651753	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	[]	4.84393029712	2.95146243468	6.10564779417	[]	[]	[]	[]	[]
3	1	[]	[]	[]	[]	[]	9.80727209652	-3.13124929877	9.85846980049	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	-4.62936624395	12.5777742715	-8.10981032594	12.376391215	-9.67348346301	[]	[]	[]	[]
4	1	[]	[]	[]	[]	3.66746939031	10.5853417523	-8.37787874615	10.2328283233	1.89724319934	[]	[]	[]	[]
5	0	[]	[]	[]	9.5501723132	11.7121607068	13.1060088699	-4.71482451512	13.3453266519	11.5355433808	8.95138742944	[]	[]	[]
5	1	[]	[]	[]	9.10859496906	10.4469703862	11.5660916874	5.54204619148	11.2321474869	10.4194843286	8.59863191674	[]	[]	[]
6	0	[]	[]	9.54452624294	7.379925868	7.76892814464	8.32512203923	6.54853299916	8.77096232545	2.64310065255	6.93778330158	9.47753109087	[]	[]
6	1	[]	[]	9.66160740158	8.39675149483	9.15646364878	10.2249993907	12.1887192348	10.3490725425	7.15226066761	8.17523470458	9.39957333555	[]	[]
7	0	[]	[]	[]	10.4573730558	10.2459254679	-8.53625538276	13.177065599	-4.72785650976	7.86604107494	10.5830150002	[]	[]	[]
7	1	[]	[]	[]	10.7153787691	11.1044335701	7.49144932054	6.23574542791	8.28340638359	11.3530361734	10.8691445074	[]	[]	[]
8	0	[]	[]	[]	[]	7.85602040864	-7.75605726344	13.5682653441	-4.26103986343	6.99982971593	[]	[]	[]	[]
8	1	[]	[]	[]	[]	0.94462482055	9.34075483799	7.24544209082	9.69229709411	-4.19418404993	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	13.2409946207	11.5543379326	13.1734545374	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	13.3472897327	11.9093965614	13.5098752404	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	10.8192481988	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	9.25231223652	[]	[]	[]	[]	[]	[]
11	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
