c\b	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	9.6121639281	[]	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	[]	10.1445684376	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	[]	14.7000963971	8.30102178766	1.13644477962	[]	[]	[]	[]	[]
3	1	[]	[]	[]	[]	[]	12.9074475006	6.47955230531	5.99711205313	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	12.0743405956	9.70577424451	10.3542345369	9.67319951323	-4.62936624395	[]	[]	[]	[]
4	1	[]	[]	[]	[]	12.1081373738	6.79150339136	4.66024480035	5.25420571187	3.66746939031	[]	[]	[]	[]
5	0	[]	[]	[]	5.94465652859	8.08318841765	-38.5264616069	-12.0909550957	-19.9826307563	12.5777742715	12.881162999	[]	[]	[]
5	1	[]	[]	[]	7.6660567747	12.7236674935	-11.4132774913	-0.0961211536751	-29.5000831474	10.5853417523	11.3017872174	[]	[]	[]
6	0	[]	[]	5.42063166766	7.09323177795	-20.4898870723	-13.7878755628	2.76188437471	1.43822735194	-8.10981032594	11.5034996329	12.6416100052	[]	[]
6	1	[]	[]	7.25794760193	11.4810079215	-0.0371537095081	0.369051653357	8.80165512606	6.31362158674	-8.37787874615	10.6456520035	11.5367237588	[]	[]
7	0	[]	[]	[]	4.09606357422	8.61402552358	-31.0103250421	-10.1510216686	-14.2859249232	12.376391215	12.822836805	[]	[]	[]
7	1	[]	[]	[]	7.06419264929	12.7497074532	-7.95718981649	0.922620609601	-21.4420447205	10.2328283233	11.0740613389	[]	[]	[]
8	0	[]	[]	[]	[]	12.0542143288	10.2250880223	10.8317912477	9.52906209065	-9.67348346301	[]	[]	[]	[]
8	1	[]	[]	[]	[]	11.848277839	7.3635908705	5.45216546153	4.41166696216	1.89724319934	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	14.4839285478	8.12991733534	-1.50527019061	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	12.930410024	6.06625444254	4.73798477415	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	9.41031181755	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	9.87688756953	[]	[]	[]	[]	[]	[]
11	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
