a\c	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	[]	[]	2.40511901915	[]	[]	[]	[]	[]	[]
4	1	[]	[]	[]	[]	[]	[]	2.35243497004	[]	[]	[]	[]	[]	[]
5	0	[]	[]	[]	[]	[]	2.20146710285	2.28250693236	2.14975919201	[]	[]	[]	[]	[]
5	1	[]	[]	[]	[]	[]	2.10877943497	2.15350221708	2.12504749093	[]	[]	[]	[]	[]
6	0	[]	[]	[]	[]	2.23276377103	2.1115949965	2.07476989526	1.96385578824	2.2268242994	[]	[]	[]	[]
6	1	[]	[]	[]	[]	2.0732008831	2.0757680948	2.18514570034	1.99021930204	2.08254923534	[]	[]	[]	[]
7	0	[]	[]	[]	[]	[]	2.41145931205	2.31127993504	2.26902739732	[]	[]	[]	[]	[]
7	1	[]	[]	[]	[]	[]	2.23413343255	1.83667362106	2.09210723978	[]	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	[]	2.63513189006	[]	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	[]	2.45525181803	[]	[]	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
