a\c	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	[]	[]	2.27324590205	[]	[]	[]	[]	[]	[]
3	1	[]	[]	[]	[]	[]	[]	2.17700666723	[]	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	[]	2.20316885228	1.91030935665	2.25244236111	[]	[]	[]	[]	[]
4	1	[]	[]	[]	[]	[]	2.23662935996	2.17009394654	2.29763033308	[]	[]	[]	[]	[]
5	0	[]	[]	[]	[]	2.19726768472	2.0612099257	1.81734909207	2.05085143027	2.22007434283	[]	[]	[]	[]
5	1	[]	[]	[]	[]	2.23692163614	2.09000669782	1.8526485733	2.14956136482	2.25018785882	[]	[]	[]	[]
6	0	[]	[]	[]	2.19802167622	2.16908115235	2.06884834373	1.93072652925	1.9809826989	2.17525295438	2.23974192817	[]	[]	[]
6	1	[]	[]	[]	2.21439729394	2.17332640788	2.20093079024	1.75045005366	2.16844880836	2.19567415401	2.25325519024	[]	[]	[]
7	0	[]	[]	[]	[]	2.54179882696	2.24767105713	1.63576695121	2.11139395308	2.52551401542	[]	[]	[]	[]
7	1	[]	[]	[]	[]	2.25806071396	2.20641582075	1.79898147986	2.10523546296	2.24919263273	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	2.50465440681	2.24488633882	2.37607894088	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	2.21594062045	2.21205816508	2.11145105515	[]	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	[]	2.87645717053	[]	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	[]	2.41899134777	[]	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
