c\b	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	[]	[]	2.39377952169	[]	[]	[]	[]	[]	[]
3	1	[]	[]	[]	[]	[]	[]	2.60298753262	[]	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	[]	2.15202488115	2.11155930465	2.21947377858	[]	[]	[]	[]	[]
4	1	[]	[]	[]	[]	[]	2.40624153774	2.16012548156	2.1253640896	[]	[]	[]	[]	[]
5	0	[]	[]	[]	[]	2.15219491583	1.98919486097	1.97109718235	2.03839041967	2.16102228691	[]	[]	[]	[]
5	1	[]	[]	[]	[]	2.33651835458	2.18030204808	2.18831236797	1.97630645594	2.24148959731	[]	[]	[]	[]
6	0	[]	[]	[]	2.37591189501	1.58104066595	1.72334215242	1.87920517292	2.04500946446	2.06044204089	2.27324590205	[]	[]	[]
6	1	[]	[]	[]	2.46966176361	2.38884430985	2.12667718706	1.98049142906	1.98992241103	2.15900309307	2.17700666723	[]	[]	[]
7	0	[]	[]	[]	[]	2.27708596062	2.12032851178	2.07496018383	2.13727203807	2.2602045728	[]	[]	[]	[]
7	1	[]	[]	[]	[]	2.48016892424	2.31745418212	2.27182166806	2.06057920184	2.31512346734	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	2.20256137368	2.16703459024	2.25651151962	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	2.45228706752	2.22893656915	2.18442548885	[]	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	[]	2.42982079634	[]	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	[]	2.65567581443	[]	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
