c\b	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	[]	[]	2.43906934085	[]	[]	[]	[]	[]	[]
4	1	[]	[]	[]	[]	[]	[]	2.20813622995	[]	[]	[]	[]	[]	[]
5	0	[]	[]	[]	[]	[]	2.11489972053	1.98338817969	2.5313371434	[]	[]	[]	[]	[]
5	1	[]	[]	[]	[]	[]	2.16569801779	1.72800237587	2.14374950049	[]	[]	[]	[]	[]
6	0	[]	[]	[]	[]	2.23049488423	1.84731186879	2.18710421759	2.28827201366	2.64412476559	[]	[]	[]	[]
6	1	[]	[]	[]	[]	2.45389710159	1.85182316775	2.02516240765	2.3223060196	2.42567224349	[]	[]	[]	[]
7	0	[]	[]	[]	[]	[]	2.01173088563	1.85338509963	2.4103134251	[]	[]	[]	[]	[]
7	1	[]	[]	[]	[]	[]	2.07808733299	1.61320740115	1.99930785838	[]	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	[]	2.40404995875	[]	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	[]	2.14863549355	[]	[]	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
