a\c	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	[]	[]	2.36281894986	[]	[]	[]	[]	[]	[]
4	1	[]	[]	[]	[]	[]	[]	2.45914629712	[]	[]	[]	[]	[]	[]
5	0	[]	[]	[]	[]	[]	2.05264013965	1.52772934915	2.1784633052	[]	[]	[]	[]	[]
5	1	[]	[]	[]	[]	[]	2.2533358603	2.55669034216	2.37666286354	[]	[]	[]	[]	[]
6	0	[]	[]	[]	[]	2.08116884222	2.09213551778	1.93944615763	2.16608670773	2.11784534011	[]	[]	[]	[]
6	1	[]	[]	[]	[]	2.21203372685	2.13585567427	2.1102267996	2.25517050283	2.25361248862	[]	[]	[]	[]
7	0	[]	[]	[]	[]	[]	2.13434867084	2.43549234799	2.19973373862	[]	[]	[]	[]	[]
7	1	[]	[]	[]	[]	[]	2.12178738282	2.20222463538	2.19920487271	[]	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	[]	2.53351838793	[]	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	[]	2.41432301412	[]	[]	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
