a\c	mol	0	1	2	3	4	5	6	7	8	9	10
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	[]	3.95507862646	[]	[]	[]	[]	[]
3	1	[]	[]	[]	[]	[]	3.35637662071	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	2.90994907776	0.329537193548	2.95307073525	[]	[]	[]	[]
4	1	[]	[]	[]	[]	2.65508380431	-0.591746263806	2.6816392624	[]	[]	[]	[]
5	0	[]	[]	[]	2.06455001537	1.59030657774	-2.2779693206	1.55190977603	2.06143117781	[]	[]	[]
5	1	[]	[]	[]	2.24780332063	1.60090797452	-1.59667608503	1.57057197326	2.2347352045	[]	[]	[]
6	0	[]	[]	[]	[]	2.30901586161	-0.875694225923	2.24397990803	[]	[]	[]	[]
6	1	[]	[]	[]	[]	2.73579160508	0.474411680659	2.65895676663	[]	[]	[]	[]
7	0	[]	[]	[]	[]	[]	3.05687631994	[]	[]	[]	[]	[]
7	1	[]	[]	[]	[]	[]	3.97347138042	[]	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
