a\c	mol	0	1	2	3	4	5	6	7	8	9	10
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	3.77151675751	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	3.59608091393	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	-0.0648040148835	1.6806103345	-0.109065747162	[]	[]	[]	[]
3	1	[]	[]	[]	[]	1.52985425202	1.26661695348	1.45750661719	[]	[]	[]	[]
4	0	[]	[]	[]	2.9184131884	1.35012535794	1.61717724239	1.32745912053	2.89153738206	[]	[]	[]
4	1	[]	[]	[]	2.75405539963	-0.325292283294	0.799673200084	-0.217570232607	2.78357056904	[]	[]	[]
5	0	[]	[]	2.17539539155	1.58334745421	-1.27500958807	3.08424232249	-1.31100002416	1.5654406567	2.19546482391	[]	[]
5	1	[]	[]	2.2535234775	1.6003481946	-2.80806185271	0.848513943519	-2.68758096763	1.56113681343	2.23971816518	[]	[]
6	0	[]	[]	[]	2.30436124317	0.317354698185	3.25436533233	0.278105562414	2.31609430495	[]	[]	[]
6	1	[]	[]	[]	2.71400847635	1.48621363826	1.77826024137	1.50585786172	2.74104210208	[]	[]	[]
7	0	[]	[]	[]	[]	1.52671352816	2.18462299773	1.44827107727	[]	[]	[]	[]
7	1	[]	[]	[]	[]	-1.70079988599	1.99078734632	-1.8772380032	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	2.92593948935	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	2.88668006976	[]	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
