c\b	mol	0	1	2	3	4	5	6	7	8	9	10
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	[]	2.58427541753	[]	[]	[]	[]	[]
3	1	[]	[]	[]	[]	[]	3.11682204118	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	1.95667428657	1.95620391218	3.04961501071	[]	[]	[]	[]
4	1	[]	[]	[]	[]	2.39651833815	2.60815177669	2.60094080524	[]	[]	[]	[]
5	0	[]	[]	[]	3.77151675751	3.45669392673	4.56639635503	2.98430026137	3.3023727814	[]	[]	[]
5	1	[]	[]	[]	3.59608091393	2.50880310375	3.98884750094	5.76549681104	2.54544161271	[]	[]	[]
6	0	[]	[]	[]	[]	1.94740127946	1.9247447324	3.08447066238	[]	[]	[]	[]
6	1	[]	[]	[]	[]	2.36324374999	2.66580142889	2.81259549734	[]	[]	[]	[]
7	0	[]	[]	[]	[]	[]	2.56380951918	[]	[]	[]	[]	[]
7	1	[]	[]	[]	[]	[]	3.21013490481	[]	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
