b\a	mol	0	1	2	3	4	5	6	7	8	9	10
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	[]	2.19546482391	[]	[]	[]	[]	[]
3	1	[]	[]	[]	[]	[]	2.23971816518	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	2.87323523997	1.70401626461	2.45582091378	[]	[]	[]	[]
4	1	[]	[]	[]	[]	2.47931005014	1.78119313183	2.85406646019	[]	[]	[]	[]
5	0	[]	[]	[]	1.99189946623	0.741695009829	-2.23476702	-0.647874630602	2.52574192974	[]	[]	[]
5	1	[]	[]	[]	2.60331132868	-0.768728195787	-2.59043819421	0.852352150244	1.63617140417	[]	[]	[]
6	0	[]	[]	[]	[]	2.96489809993	1.80928926784	2.48997876532	[]	[]	[]	[]
6	1	[]	[]	[]	[]	2.66559857903	1.873241486	2.91374739611	[]	[]	[]	[]
7	0	[]	[]	[]	[]	[]	2.34694391517	[]	[]	[]	[]	[]
7	1	[]	[]	[]	[]	[]	2.36400547729	[]	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
