a\c	mol	0	1	2	3	4	5	6	7	8	9	10
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	[]	2.33798182107	[]	[]	[]	[]	[]
3	1	[]	[]	[]	[]	[]	2.48127554334	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	3.03479254247	2.93929407477	3.0322210518	[]	[]	[]	[]
4	1	[]	[]	[]	[]	2.72477558315	1.80467386974	2.75996707432	[]	[]	[]	[]
5	0	[]	[]	[]	2.32282153255	1.83287142473	4.40790445181	1.94649384469	2.34387781595	[]	[]	[]
5	1	[]	[]	[]	2.41016611931	1.90082634671	1.66587876421	1.96176711225	2.46660105446	[]	[]	[]
6	0	[]	[]	[]	[]	2.41432367721	3.56535807537	2.4213998211	[]	[]	[]	[]
6	1	[]	[]	[]	[]	2.84599276234	2.01555837836	2.87390403517	[]	[]	[]	[]
7	0	[]	[]	[]	[]	[]	2.36385060456	[]	[]	[]	[]	[]
7	1	[]	[]	[]	[]	[]	2.18990486246	[]	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
