c\b	mol	0	1	2	3	4	5	6	7	8	9	10
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	1.9448552886	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	2.55384929514	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	2.57184967961	1.7764718583	5.54280509932	[]	[]	[]	[]
3	1	[]	[]	[]	[]	2.34551497997	2.2302508323	3.65277412306	[]	[]	[]	[]
4	0	[]	[]	[]	-0.0648040148835	1.42625047731	2.54503801119	1.71717578038	0.77462096056	[]	[]	[]
4	1	[]	[]	[]	1.52985425202	1.66061802807	3.62442984873	1.60444598546	2.4777605747	[]	[]	[]
5	0	[]	[]	3.95507862646	1.6806103345	8.8902965967	5.90792425051	6.71915297979	1.54136774051	2.33798182107	[]	[]
5	1	[]	[]	3.35637662071	1.26661695348	4.20386406471	3.44965023233	9.56319348803	1.4602837444	2.48127554334	[]	[]
6	0	[]	[]	[]	-0.109065747162	1.30601683162	2.48432567443	1.69395725245	1.5215827142	[]	[]	[]
6	1	[]	[]	[]	1.45750661719	1.70547552455	3.77652462355	1.7460117317	2.76435148033	[]	[]	[]
7	0	[]	[]	[]	[]	2.25815808352	1.81570865967	5.76573790566	[]	[]	[]	[]
7	1	[]	[]	[]	[]	2.21642237196	2.33656274071	3.79036308069	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	1.99189946623	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	2.60331132868	[]	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
