b\a	mol	0	1	2	3	4	5	6	7	8	9	10
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	[]	1.04836000407	[]	[]	[]	[]	[]
3	1	[]	[]	[]	[]	[]	0.416102527088	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	0.09924620775	0.633159419649	0.784235332338	[]	[]	[]	[]
4	1	[]	[]	[]	[]	0.550331547943	0.08612836961	0.466788969959	[]	[]	[]	[]
5	0	[]	[]	[]	1.96726679657	0.373596534831	0.277836690737	0.228790846394	0.653336428678	[]	[]	[]
5	1	[]	[]	[]	0.675270912479	0.227009141803	0.244833434843	0.748300542696	1.45317451336	[]	[]	[]
6	0	[]	[]	[]	[]	1.06436837666	0.312570290016	1.26892038255	[]	[]	[]	[]
6	1	[]	[]	[]	[]	1.31067159913	1.45703106958	1.96299179655	[]	[]	[]	[]
7	0	[]	[]	[]	[]	[]	0.425872365226	[]	[]	[]	[]	[]
7	1	[]	[]	[]	[]	[]	1.30335399915	[]	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
