a\c	mol	0	1	2	3	4	5	6	7	8	9	10
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	[]	0.429237019236	[]	[]	[]	[]	[]
3	1	[]	[]	[]	[]	[]	-0.494829415029	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	1.48895610515	-0.176183106274	1.41188646638	[]	[]	[]	[]
4	1	[]	[]	[]	[]	0.88614526513	-0.0234095259044	0.868062851293	[]	[]	[]	[]
5	0	[]	[]	[]	0.76989518805	1.10299104891	0.141526063731	1.0860731007	0.753522440641	[]	[]	[]
5	1	[]	[]	[]	0.474111054226	0.593437696149	1.29760580191	0.561490796706	0.468463358152	[]	[]	[]
6	0	[]	[]	[]	[]	0.292937026263	2.44176195185	0.300083504654	[]	[]	[]	[]
6	1	[]	[]	[]	[]	-0.689878528983	5.42327847993	-0.656232769838	[]	[]	[]	[]
7	0	[]	[]	[]	[]	[]	5.87774511492	[]	[]	[]	[]	[]
7	1	[]	[]	[]	[]	[]	13.5966037356	[]	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
