b\a	mol	0	1	2	3	4	5	6	7	8	9	10
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	[]	1.05260740328	[]	[]	[]	[]	[]
3	1	[]	[]	[]	[]	[]	0.416996559233	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	0.0963664082309	0.628953456222	0.780304973979	[]	[]	[]	[]
4	1	[]	[]	[]	[]	0.546038779783	0.0848055039384	0.46408662548	[]	[]	[]	[]
5	0	[]	[]	[]	1.97148754744	0.373209253997	0.277938468147	0.228512112669	0.654246427267	[]	[]	[]
5	1	[]	[]	[]	0.676824237474	0.227826137769	0.244252531301	0.745498905938	1.45423746857	[]	[]	[]
6	0	[]	[]	[]	[]	1.06051519532	0.310699387794	1.26428237577	[]	[]	[]	[]
6	1	[]	[]	[]	[]	1.30506944408	1.45178862302	1.95732632367	[]	[]	[]	[]
7	0	[]	[]	[]	[]	[]	0.423942950646	[]	[]	[]	[]	[]
7	1	[]	[]	[]	[]	[]	1.30540908105	[]	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
