c\b	mol	0	1	2	3	4	5	6	7	8	9	10
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	[]	0.235017557607	[]	[]	[]	[]	[]
3	1	[]	[]	[]	[]	[]	0.896549919252	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	-2.90992968787	-0.0492836146997	0.0132130950621	[]	[]	[]	[]
4	1	[]	[]	[]	[]	-1.68550487341	0.794686834358	0.47440452845	[]	[]	[]	[]
5	0	[]	[]	[]	17.6765710832	15.7205003088	2.42511803417	-0.17034119995	-0.864396756754	[]	[]	[]
5	1	[]	[]	[]	16.7294481852	8.13061830546	1.02236761747	0.473872455111	-1.27194050773	[]	[]	[]
6	0	[]	[]	[]	[]	-2.79071699138	-0.0444829840403	0.00710935750109	[]	[]	[]	[]
6	1	[]	[]	[]	[]	-1.59391158841	0.737642006756	0.350999787155	[]	[]	[]	[]
7	0	[]	[]	[]	[]	[]	0.245502692931	[]	[]	[]	[]	[]
7	1	[]	[]	[]	[]	[]	0.899553870147	[]	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
