a\c	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	2.56932249518	[]	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	[]	2.90554984216	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	[]	1.13765891081	2.51884666411	1.4127321567	[]	[]	[]	[]	[]
3	1	[]	[]	[]	[]	[]	1.69072734503	2.5903023847	1.97714400593	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	-1.89274799414	1.36945058167	2.38660100979	1.596511992	-1.57886258653	[]	[]	[]	[]
4	1	[]	[]	[]	[]	-1.23825012409	1.73518826688	2.20134897875	1.90243902292	-0.975512822528	[]	[]	[]	[]
5	0	[]	[]	[]	0.492602879852	-1.6448435002	1.56690363933	1.81892266517	1.74702139396	-1.34518815256	0.502740240861	[]	[]	[]
5	1	[]	[]	[]	1.08453106118	0.421072678091	1.82121110447	1.82604026481	1.92452972236	0.54545695916	1.0859016867	[]	[]	[]
6	0	[]	[]	2.0379106993	1.25364533075	0.160622590334	2.00018411704	1.68772514939	2.08502723011	0.307235935107	1.25590809469	2.03884499719	[]	[]
6	1	[]	[]	2.90934864559	1.74684678971	0.239306039254	1.95572976864	1.47174909968	1.99407660986	0.376134051662	1.74404355633	2.90913916202	[]	[]
7	0	[]	[]	[]	1.18100147191	1.8477098071	1.99755913252	1.40890903504	2.01775115215	1.8460592611	1.18102611422	[]	[]	[]
7	1	[]	[]	[]	2.31366057392	2.12585027041	1.91696619086	1.65932799631	1.93550343914	2.13871084802	2.3158601738	[]	[]	[]
8	0	[]	[]	[]	[]	1.78432314644	1.81004617092	1.50473769705	1.81378928803	1.79064385044	[]	[]	[]	[]
8	1	[]	[]	[]	[]	0.89888771169	0.536426566822	1.77975650867	0.618753685305	0.98729011984	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	1.74893175247	1.81336682993	1.76572369765	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	1.7565252061	2.11597881139	1.79229328246	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	1.83875074328	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	2.55517558688	[]	[]	[]	[]	[]	[]
11	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
