c\b	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	[]	[]	2.00242773348	[]	[]	[]	[]	[]	[]
4	1	[]	[]	[]	[]	[]	[]	2.22064878294	[]	[]	[]	[]	[]	[]
5	0	[]	[]	[]	[]	[]	3.69473137744	1.87705069061	2.0029791296	[]	[]	[]	[]	[]
5	1	[]	[]	[]	[]	[]	2.46845058288	2.14035346408	3.2424060391	[]	[]	[]	[]	[]
6	0	[]	[]	[]	[]	1.75555704316	1.45673654838	1.69142627197	1.83436606649	1.83875074328	[]	[]	[]	[]
6	1	[]	[]	[]	[]	1.65135516915	1.47550164967	1.64349996452	2.7366569383	2.55517558688	[]	[]	[]	[]
7	0	[]	[]	[]	[]	[]	3.36301173216	1.82638301352	2.00662779373	[]	[]	[]	[]	[]
7	1	[]	[]	[]	[]	[]	2.27903924902	2.14960839278	3.23970638438	[]	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	[]	1.9882043258	[]	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	[]	2.17312253115	[]	[]	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
