a\c	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
4	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
5	0	[]	[]	[]	[]	[]	[]	2.68365117915	[]	[]	[]	[]	[]	[]
5	1	[]	[]	[]	[]	[]	[]	1.94548907689	[]	[]	[]	[]	[]	[]
6	0	[]	[]	[]	[]	[]	2.38580706969	2.18346353353	2.3892896405	[]	[]	[]	[]	[]
6	1	[]	[]	[]	[]	[]	2.1597628721	1.89388763543	2.18346458235	[]	[]	[]	[]	[]
7	0	[]	[]	[]	[]	[]	[]	2.03659799162	[]	[]	[]	[]	[]	[]
7	1	[]	[]	[]	[]	[]	[]	1.8285525599	[]	[]	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
