a\c	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	[]	[]	2.81818749286	[]	[]	[]	[]	[]	[]
3	1	[]	[]	[]	[]	[]	[]	2.33181464937	[]	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	[]	2.0700971324	2.28339479321	2.28908847972	[]	[]	[]	[]	[]
4	1	[]	[]	[]	[]	[]	1.49486892638	1.99298769659	1.64077840169	[]	[]	[]	[]	[]
5	0	[]	[]	[]	[]	0.096678894915	2.0667357187	2.00138809613	2.16600846556	0.252462298389	[]	[]	[]	[]
5	1	[]	[]	[]	[]	0.861514813281	1.73500448368	1.90948524034	1.80051923383	0.945305993918	[]	[]	[]	[]
6	0	[]	[]	[]	2.05691016541	1.93928250129	2.00118726092	1.85722192799	2.03178462388	1.94596864727	2.05331905769	[]	[]	[]
6	1	[]	[]	[]	2.10998279388	2.01880431173	1.76898122001	1.76549854527	1.77274716911	2.01519496703	2.11613948443	[]	[]	[]
7	0	[]	[]	[]	[]	1.9354216391	1.79666142283	1.89761415332	1.79047667439	1.94436842208	[]	[]	[]	[]
7	1	[]	[]	[]	[]	0.457351791654	2.00771162024	1.77011173329	1.99040031633	0.600192660878	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	1.31905917413	1.83422835027	1.34306659261	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	2.06850566631	2.59325051801	2.07478308388	[]	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	[]	2.22454707601	[]	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	[]	2.65877942693	[]	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
