c\b	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	3.61007751239	[]	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	[]	2.30875567855	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	[]	1.4083188726	1.94798520228	1.33360817737	[]	[]	[]	[]	[]
3	1	[]	[]	[]	[]	[]	1.4220941672	1.83517420223	0.937977823792	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	1.23732309334	3.21742282945	1.30560969799	0.622036214472	-1.89274799414	[]	[]	[]	[]
4	1	[]	[]	[]	[]	1.98391919673	1.88229839465	1.11776663069	-1.88127884701	-1.23825012409	[]	[]	[]	[]
5	0	[]	[]	[]	3.12696616714	1.89146297789	1.71650111683	1.63171460641	1.55865555492	1.36945058167	2.0700971324	[]	[]	[]
5	1	[]	[]	[]	1.79447543351	2.00266499838	1.71918777705	1.2239592583	1.65244435895	1.73518826688	1.49486892638	[]	[]	[]
6	0	[]	[]	1.16837942461	2.93019490195	1.55996912446	1.39566819388	1.13364318744	1.67390524289	2.38660100979	2.28339479321	1.68265380723	[]	[]
6	1	[]	[]	1.83631769525	1.84893780872	1.42869182983	0.952130116172	0.982767798036	1.78911931153	2.20134897875	1.99298769659	1.35281124692	[]	[]
7	0	[]	[]	[]	3.14706372329	1.91291861544	1.71498981975	1.64468453384	1.64996170093	1.596511992	2.28908847972	[]	[]	[]
7	1	[]	[]	[]	1.81057362398	2.01830007692	1.70854090559	1.26444324861	1.80201436755	1.90243902292	1.64077840169	[]	[]	[]
8	0	[]	[]	[]	[]	1.29499009133	3.2270877438	1.33780803796	0.705505718281	-1.57886258653	[]	[]	[]	[]
8	1	[]	[]	[]	[]	1.97994618776	1.89326847375	1.17203101387	-1.57195437397	-0.975512822528	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	1.41615916799	1.95128359582	1.33654992875	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	1.42668261215	1.83507501135	0.943910354438	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	3.60883392648	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	2.30851687352	[]	[]	[]	[]	[]	[]
11	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
