a\c	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	2.47962168901	[]	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	[]	2.40129916319	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	[]	3.01214175929	2.22283608763	3.04358250982	[]	[]	[]	[]	[]
3	1	[]	[]	[]	[]	[]	2.03899582357	1.79832313397	2.06373770867	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	1.23732309334	1.89146297789	1.55996912446	1.91291861544	1.29499009133	[]	[]	[]	[]
4	1	[]	[]	[]	[]	1.98391919673	2.00266499838	1.42869182983	2.01830007692	1.97994618776	[]	[]	[]	[]
5	0	[]	[]	[]	1.9830389974	1.86119399853	1.76227934404	1.57508504299	1.74993771232	1.83506759406	1.98194645519	[]	[]	[]
5	1	[]	[]	[]	1.66899966334	1.85882337343	1.86141387447	1.15621884463	1.82073840952	1.86221327239	1.6752300463	[]	[]	[]
6	0	[]	[]	2.65784782469	1.67278785681	1.19374362055	1.85065505278	1.42901699486	1.78156013753	1.23040173411	1.673292392	2.65579333448	[]	[]
6	1	[]	[]	2.01893237234	1.78528716823	1.15151235202	2.29163131692	1.23624442846	2.15555422004	1.18595868111	1.78547982048	2.01770330606	[]	[]
7	0	[]	[]	[]	1.31065507282	1.51021627858	2.58051542434	1.63864776218	2.41195735101	1.52059805609	1.31134497564	[]	[]	[]
7	1	[]	[]	[]	1.36181561196	0.0554091019404	3.18613583099	1.38411707691	2.92876036292	0.134831528006	1.36315512494	[]	[]	[]
8	0	[]	[]	[]	[]	0.573230032079	2.98723302659	1.73848496965	2.75429404072	0.615316019675	[]	[]	[]	[]
8	1	[]	[]	[]	[]	-0.0403189477492	3.89045807331	1.70685514659	3.56417040821	0.0251234416703	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	4.82264128812	1.86234770233	4.39423640192	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	4.46923580326	1.81742369858	4.06970591478	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	1.75555704316	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	1.65135516915	[]	[]	[]	[]	[]	[]
11	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
